session_id,user_id,call_timestamp,data_usage_mb,call_duration_min,plan_type,dropped_calls,complaint,app_frequency,app_category,tower_id,device_type,name,region_x,age,gender,join_date,arpu,tenure_months,recharge_id,amount,region_y,recharge_date,payment_mode,recharge_channel,successful,next_recharge_date,price,validity_days,data_limit_gb,sms_limit,plan_category,promo_offer,latitude,longitude,network_type,signal_strength_dbm,outage_flag,usage_id,monthly_data_gb,monthly_calls_min,complaints_count,usage_category,complaint_flag,churn,complaint_id,issue,complaint_date,severity,resolution_status,resolution_time_hours
,117.0,2025-07-15,1350.0,31.902678293585844,Basic,0.0,NO,18.0,Gaming,,Ios,aarav,CHENNAI,37.0,Female,2020-03-23,962.0,39.0,,,,,,,,,199.0,28.0,5.0,100.0,ECONOMY,10% OFF,28.7,77.1,4g,-81.0,yes,17.0,30.88926370363833,160.4578599241391,4.0,HIGH,Yes,NO,3.0,CALL DROP,22/06/2025,,pending,52.0
10.0,102.0,08-04-2025,1508.0,11.801211989303493,Postpaid,0.0,NO,13.0,Utility,T1,FEATURE,Priya,Hyderabad,45.0,Female,18/03/2020,445.0,56.0,,,,,,,,,399.0,30.0,20.0,500.0,regular,20% Cashback,28.7,77.1,4G,-81.0,yes,2.0,40.969779128726245,117.73948397892774,0.0,high,no,no,,call drop,05-25-2025,High,IN PROGRESS,33.0
85.0,115.0,07-10-2025,334.0,32.350753806783864,PREPAID,3.0,Yes,9.0,utility,t2,android,VARUN,CHENNAI,43.0,FEMALE,23/12/2021,306.0,13.0,,,,,,,,,299.0,28.0,10.0,300.0,,15% Off,19.0,,5g,-72.0,No,15.0,9.672020245269165,910.5150711127473,1.0,LOW,yes,no,35.0,Network Issue,06/02/2025,HIGH,Resolved,20.0
17.0,103.0,08-01-2025,1795.0,25.774402830067103,prepaid,,No,11.0,gaming,t3,IOS,Rahul,bangalore,33.0,FEMALE,04/05/2022,874.0,22.0,8.0,799.0,Mumbai,05/06/2025,CARD,website,no,07-03-2025,299.0,28.0,10.0,300.0,STANDARD,15% off,12.9,77.5,4g,-57.0,no,3.0,12.35559039915135,687.4714970666872,1.0,Medium,Yes,,39.0,call drop,09/04/2025,medium,in progress,67.0
,109.0,2025-08-08,1181.0,5.373624397717436,premium,4.0,yes,26.0,Shopping,t5,Feature,ARJUN,,26.0,Male,27/09/2020,366.0,47.0,,,,,,,,,,56.0,50.0,1000.0,ADVANCED,free ott,13.0,80.2,,-68.0,yes,9.0,23.05743430731525,130.8052997384762,3.0,Medium,Yes,NO,33.0,Network Issue,06-04-2025,Medium,PENDING,17.0
71.0,112.0,2025-08-11,2544.0,11.227332147460087,,1.0,no,35.0,Social,T1,Android,Sakshi,BANGALORE,42.0,female,2020-04-02,529.0,33.0,,,,,,,,,399.0,30.0,20.0,500.0,REGULAR,20% cashback,28.7,77.1,4G,-81.0,YES,12.0,52.37114260207894,538.6880784245623,0.0,high,no,NO,4.0,slow internet,29/01/2025,LOW,resolved,55.0
98.0,117.0,21/08/2025,179.0,24.691147690710896,Premium,2.0,Yes,37.0,STREAMING,T4,Ios,AARAV,Chennai,37.0,Female,,962.0,39.0,51.0,799.0,Chennai,2025-02-11,upi,App,Yes,,499.0,56.0,50.0,,Advanced,FREE OTT,22.5,88.3,3G,-58.0,,17.0,30.88926370363833,160.4578599241391,4.0,High,YES,no,,call drop,06-22-2025,Medium,,52.0
81.0,114.0,20/08/2025,950.0,23.20010328418761,Postpaid,4.0,NO,5.0,utility,T3,Android,DIVYA,mumbai,26.0,FEMALE,10/11/2021,190.0,14.0,42.0,299.0,BANGALORE,2025-06-21,cash,APP,NO,2025-07-19,399.0,30.0,20.0,500.0,regular,20% cashback,12.9,77.5,4G,-57.0,NO,14.0,16.95748575512573,225.4204666655417,2.0,medium,Yes,no,44.0,Call Drop,2025-02-05,low,Pending,2.0
133.0,123.0,2025-08-06,1380.0,5.634231330269323,Unlimited,2.0,no,,Shopping,t2,Feature,HARSH,Chennai,34.0,Male,2023-10-27,797.0,40.0,67.0,399.0,chennai,2025-06-07,upi,website,no,05/07/2025,799.0,84.0,,,ultra,5g access,19.0,72.8,5G,-72.0,No,23.0,36.98282234905052,320.81419871318883,4.0,HIGH,YES,No,21.0,Call Drop,08-24-2025,High,RESOLVED,50.0
35.0,106.0,29/08/2025,897.0,29.739444567314287,premium,,NO,5.0,social,T4,IOS,Anjali,mumbai,54.0,Female,03-09-2021,487.0,40.0,,,,,,,,,499.0,56.0,50.0,1000.0,Advanced,free ott,22.5,88.3,3g,-58.0,no,6.0,6.959494789559148,287.0976296314246,2.0,Low,Yes,No,16.0,BILLING ERROR,2025-08-21,LOW,resolved,50.0
3.0,101.0,27/07/2025,492.0,32.55850425648886,Unlimited,1.0,,42.0,Streaming,T4,Ios,AMIT,chennai,44.0,Female,2020-12-11,851.0,16.0,,,,,,,,,799.0,84.0,,,ULTRA,5G Access,22.5,88.3,3G,-58.0,no,1.0,40.21758863078878,124.38639325313514,2.0,High,YES,no,6.0,network issue,06/05/2025,Medium,in progress,26.0
70.0,112.0,08-17-2025,1540.0,,Premium,2.0,YES,44.0,shopping,T5,ANDROID,sakshi,Bangalore,42.0,FEMALE,2020-04-02,,33.0,34.0,499.0,CHENNAI,12/02/2025,card,WEBSITE,yes,03-12-2025,499.0,56.0,50.0,1000.0,advanced,free ott,13.0,80.2,5G,-68.0,,12.0,52.37114260207894,538.6880784245623,0.0,high,No,no,23.0,network issue,02-08-2025,High,IN PROGRESS,14.0
27.0,105.0,07-30-2025,1782.0,33.2160941914203,Unlimited,2.0,Yes,20.0,SHOPPING,t1,ANDROID,kiran,hyderabad,20.0,Female,11-24-2021,898.0,40.0,,,,,,,,,799.0,84.0,,,,5G ACCESS,28.7,77.1,,-81.0,yes,5.0,56.77576408348186,226.9736638999422,1.0,High,Yes,Yes,,SLOW INTERNET,26/01/2025,medium,Resolved,34.0
105.0,118.0,,1028.0,19.681888997504007,Postpaid,4.0,Yes,28.0,Gaming,T5,IOS,Tanya,Hyderabad,45.0,MALE,2024-10-09,214.0,38.0,,,,,,,,,,30.0,20.0,500.0,Regular,20% cashback,,80.2,5g,-68.0,YES,18.0,50.12502461501769,285.7791445845429,1.0,high,YES,No,43.0,recharge failed,27/01/2025,LOW,Pending,5.0
138.0,123.0,07-27-2025,813.0,26.250498956809963,prepaid,0.0,Yes,39.0,UTILITY,T2,android,harsh,Chennai,,MALE,27/10/2023,797.0,40.0,69.0,799.0,CHENNAI,04-24-2025,card,RETAIL STORE,yes,22/05/2025,299.0,28.0,10.0,300.0,STANDARD,15% off,19.0,72.8,5G,-72.0,no,23.0,36.98282234905052,320.81419871318883,4.0,HIGH,yes,No,21.0,,24/08/2025,HIGH,resolved,
70.0,112.0,2025-08-17,1540.0,30.013845189884883,premium,2.0,YES,,Shopping,T5,ANDROID,,,42.0,Female,04-02-2020,529.0,33.0,34.0,499.0,chennai,02-12-2025,card,Website,YES,2025-03-12,499.0,56.0,50.0,1000.0,ADVANCED,free ott,13.0,80.2,5g,-68.0,yes,,52.37114260207894,538.6880784245623,0.0,High,No,no,50.0,SLOW INTERNET,2025-02-20,medium,Resolved,11.0
78.0,113.0,2025-07-04,2209.0,,premium,0.0,Yes,22.0,Gaming,t5,ios,rohit,HYDERABAD,31.0,Female,2020-10-18,642.0,12.0,,799.0,hyderabad,05-30-2025,card,app,Yes,2025-06-27,499.0,56.0,50.0,1000.0,ADVANCED,free ott,,80.2,5G,-68.0,yes,13.0,31.72254404115145,767.518249805799,1.0,high,Yes,No,25.0,call drop,2025-08-03,medium,IN PROGRESS,57.0
65.0,111.0,2025-07-23,2909.0,42.13776124741777,postpaid,0.0,YES,5.0,,t5,android,Manoj,chennai,21.0,female,08/04/2020,337.0,46.0,,,,,,,,,399.0,30.0,20.0,500.0,regular,,13.0,80.2,5G,-68.0,Yes,11.0,14.731610454695604,977.0925386789828,3.0,Medium,Yes,No,13.0,recharge failed,,Low,resolved,23.0
59.0,110.0,07-30-2025,2394.0,4.051793490740899,unlimited,1.0,YES,16.0,Shopping,T3,feature,,,35.0,Female,03/08/2023,913.0,,28.0,,chennai,2025-07-05,CARD,website,no,02/08/2025,799.0,,,,ULTRA,5G ACCESS,12.9,77.5,4G,-57.0,no,10.0,,596.8424627667822,1.0,HIGH,Yes,NO,22.0,Billing Error,06-17-2025,high,resolved,2.0
147.0,125.0,,567.0,43.68722863084086,PREMIUM,3.0,No,15.0,Gaming,T1,feature,ritesh,Delhi,21.0,male,01-21-2020,212.0,45.0,73.0,299.0,Mumbai,2025-05-07,UPI,APP,no,06-04-2025,499.0,56.0,50.0,1000.0,ADVANCED,Free Ott,28.7,77.1,4g,-81.0,yes,25.0,34.85146913722004,528.4453619791897,4.0,HIGH,YES,NO,,,,,,
6.0,101.0,23/07/2025,640.0,11.838321116139769,Premium,2.0,yes,22.0,streaming,t4,android,Amit,chennai,44.0,FEMALE,11/12/2020,851.0,16.0,,,,,,,,,499.0,56.0,50.0,1000.0,ADVANCED,FREE OTT,22.5,88.3,3G,-58.0,no,,40.21758863078878,124.38639325313514,2.0,HIGH,yes,no,6.0,Network Issue,,Medium,IN PROGRESS,26.0
39.0,107.0,09/07/2025,706.0,43.435659014837874,prepaid,,NO,21.0,Utility,T1,Feature,vikram,BANGALORE,24.0,female,14/11/2020,202.0,38.0,19.0,799.0,,07-15-2025,upi,retail store,NO,,299.0,28.0,10.0,300.0,STANDARD,15% OFF,28.7,77.1,4G,-81.0,,7.0,52.83375640076704,678.633007252828,1.0,HIGH,yes,NO,,,,,,
11.0,102.0,2025-08-23,1382.0,2.2989416128412,UNLIMITED,2.0,yes,9.0,utility,t5,android,Priya,hyderabad,45.0,female,2020-03-18,445.0,56.0,,,,,,,,,799.0,84.0,,,ultra,5G Access,13.0,80.2,5g,-68.0,yes,2.0,40.969779128726245,117.73948397892774,0.0,high,No,No,49.0,,25/05/2025,High,In Progress,33.0
142.0,124.0,07-15-2025,2895.0,7.485953020209242,Unlimited,0.0,Yes,37.0,Gaming,T4,android,POOJA,delhi,53.0,,2022-05-14,621.0,49.0,70.0,,bangalore,03-14-2025,Upi,App,no,2025-04-11,799.0,84.0,,,ULTRA,5G ACCESS,22.5,88.3,3g,-58.0,NO,24.0,27.35721698872013,923.9623095627226,2.0,HIGH,Yes,NO,46.0,RECHARGE FAILED,06/02/2025,High,PENDING,30.0
61.0,111.0,08/07/2025,1192.0,6.048750495548085,PREPAID,3.0,Yes,5.0,STREAMING,T4,FEATURE,MANOJ,CHENNAI,21.0,FEMALE,08/04/2020,337.0,46.0,,,,,,,,,299.0,28.0,10.0,300.0,Standard,15% Off,22.5,88.3,3g,-58.0,No,11.0,14.731610454695604,977.0925386789828,3.0,MEDIUM,YES,no,34.0,network issue,06-11-2025,HIGH,RESOLVED,41.0
45.0,108.0,2025-07-23,135.0,36.32669269557133,Basic,0.0,yes,8.0,Gaming,t4,Android,riya,BANGALORE,38.0,male,08-21-2024,941.0,10.0,,,,,,,,,199.0,28.0,5.0,100.0,Economy,10% off,22.5,88.3,3G,-58.0,No,,49.41172658082957,407.6356165280884,1.0,High,YES,no,26.0,call drop,25/03/2025,,in progress,63.0
24.0,104.0,07-12-2025,1734.0,11.827650937283886,prepaid,1.0,NO,48.0,Social,t1,feature,Sneha,HYDERABAD,32.0,female,30/01/2022,869.0,13.0,,,,,,,,,299.0,28.0,10.0,300.0,STANDARD,15% Off,28.7,,4g,-81.0,yes,4.0,59.34626935341568,642.8776619592817,2.0,high,yes,No,11.0,recharge failed,17/04/2025,high,in progress,30.0
5.0,101.0,2025-08-02,1857.0,7.991252539452654,Postpaid,4.0,yes,15.0,Streaming,T3,ANDROID,AMIT,chennai,44.0,FEMALE,12-11-2020,851.0,16.0,3.0,799.0,Bangalore,2025-08-05,upi,retail store,No,09-02-2025,399.0,30.0,20.0,500.0,REGULAR,20% cashback,12.9,77.5,4G,-57.0,NO,1.0,40.21758863078878,124.38639325313514,,High,yes,no,15.0,NETWORK ISSUE,2025-05-28,Low,RESOLVED,29.0
115.0,120.0,04/08/2025,1569.0,39.76348870160527,UNLIMITED,1.0,no,28.0,GAMING,T2,ANDROID,MEERA,chennai,25.0,male,20/08/2024,670.0,28.0,,,,,,,,,799.0,84.0,,,ultra,5g access,19.0,72.8,5G,-72.0,No,20.0,36.82997790515189,698.5330070916299,1.0,High,Yes,no,2.0,Network Issue,2025-07-10,medium,in progress,60.0
66.0,111.0,22/08/2025,615.0,28.48160006876629,prepaid,,YES,49.0,Gaming,T4,android,manoj,chennai,21.0,female,2020-04-08,337.0,46.0,,,,,,,,,299.0,28.0,10.0,300.0,standard,15% Off,22.5,88.3,3G,-58.0,No,11.0,14.731610454695604,977.0925386789828,3.0,medium,Yes,No,34.0,NETWORK ISSUE,11/06/2025,high,Resolved,41.0
89.0,115.0,2025-08-28,1619.0,39.11495644552716,unlimited,3.0,Yes,17.0,SOCIAL,t1,Ios,Varun,Chennai,,female,23/12/2021,306.0,13.0,44.0,299.0,Hyderabad,01-19-2025,Wallet,APP,No,2025-02-16,799.0,84.0,,,Ultra,5G ACCESS,28.7,77.1,4g,-81.0,yes,15.0,9.672020245269165,910.5150711127473,1.0,LOW,yes,no,35.0,network issue,02-06-2025,high,Resolved,20.0
141.0,,07-21-2025,1269.0,5.737572387759219,UNLIMITED,1.0,YES,47.0,Streaming,T1,ios,pooja,delhi,53.0,female,14/05/2022,,49.0,70.0,799.0,Bangalore,14/03/2025,Upi,APP,NO,04-11-2025,,84.0,,,Ultra,5g access,28.7,77.1,4G,-81.0,YES,24.0,27.35721698872013,923.9623095627226,2.0,,YES,no,36.0,billing error,05-02-2025,medium,Pending,
7.0,102.0,08-10-2025,2725.0,28.84722406975311,Premium,0.0,no,6.0,Shopping,t4,ios,priya,Hyderabad,45.0,female,03-18-2020,445.0,56.0,,,,,,,,,499.0,56.0,50.0,1000.0,advanced,FREE OTT,22.5,,3g,-58.0,no,2.0,40.969779128726245,117.73948397892774,0.0,High,NO,No,49.0,call drop,05-25-2025,High,IN PROGRESS,33.0
,118.0,07-08-2025,1115.0,18.187924775756134,unlimited,0.0,no,18.0,Shopping,t1,feature,Tanya,Hyderabad,45.0,MALE,09/10/2024,214.0,38.0,,,,,,,,,799.0,84.0,,,Ultra,5g access,28.7,77.1,4g,-81.0,yes,18.0,50.12502461501769,285.7791445845429,,HIGH,yes,NO,43.0,recharge failed,01-27-2025,Low,PENDING,5.0
40.0,107.0,24/07/2025,227.0,18.02553528504412,premium,1.0,NO,31.0,Utility,,,Vikram,,24.0,Female,11-14-2020,202.0,38.0,,,,,,,,,499.0,56.0,50.0,1000.0,ADVANCED,Free Ott,19.0,72.8,5g,-72.0,NO,7.0,52.83375640076704,678.633007252828,1.0,HIGH,Yes,no,,,,,,
141.0,124.0,07-21-2025,1269.0,5.737572387759219,unlimited,1.0,Yes,47.0,,T1,Ios,POOJA,DELHI,53.0,female,2022-05-14,621.0,49.0,70.0,799.0,bangalore,2025-03-14,UPI,APP,NO,2025-04-11,799.0,84.0,,,ULTRA,,28.7,77.1,4G,-81.0,YES,24.0,27.35721698872013,923.9623095627226,2.0,,Yes,NO,46.0,RECHARGE FAILED,02-06-2025,,Pending,30.0
31.0,106.0,07-15-2025,1056.0,11.64358030680407,Premium,0.0,YES,4.0,SHOPPING,T1,feature,ANJALI,mumbai,54.0,female,2021-03-09,487.0,40.0,,,,,,,,,499.0,56.0,50.0,1000.0,advanced,free ott,28.7,77.1,4g,-81.0,,6.0,,287.0976296314246,2.0,low,Yes,no,37.0,slow internet,06-15-2025,medium,Resolved,2.0
18.0,103.0,06/08/2025,500.0,33.313302990309964,POSTPAID,4.0,no,34.0,GAMING,t3,ANDROID,rahul,BANGALORE,33.0,Female,05-04-2022,874.0,22.0,7.0,399.0,MUMBAI,02-11-2025,Wallet,retail store,Yes,11/03/2025,399.0,30.0,20.0,500.0,Regular,20% cashback,12.9,77.5,4g,-57.0,NO,3.0,12.35559039915135,687.4714970666872,1.0,Medium,yes,No,14.0,Network Issue,05-07-2025,high,Pending,27.0
2.0,101.0,07-16-2025,1585.0,38.5032944434416,premium,4.0,no,26.0,gaming,t3,Android,Amit,chennai,44.0,FEMALE,11/12/2020,851.0,16.0,,,,,,,,,499.0,56.0,50.0,1000.0,ADVANCED,Free Ott,12.9,77.5,4G,-57.0,No,1.0,40.21758863078878,124.38639325313514,,High,YES,NO,6.0,Network Issue,06/05/2025,Medium,In Progress,26.0
12.0,102.0,07-27-2025,1357.0,16.517452370356004,premium,2.0,no,32.0,Social,T1,ios,priya,Hyderabad,45.0,,03-18-2020,445.0,56.0,,,,,,,,,499.0,56.0,50.0,1000.0,Advanced,free ott,,77.1,4g,-81.0,Yes,2.0,40.969779128726245,117.73948397892774,,HIGH,NO,NO,49.0,Call Drop,2025-05-25,high,,33.0
86.0,115.0,07-15-2025,1053.0,28.583376722599223,Premium,4.0,no,38.0,Shopping,t5,Feature,varun,Chennai,43.0,FEMALE,,306.0,13.0,,,,,,,,,499.0,56.0,50.0,1000.0,advanced,FREE OTT,13.0,80.2,5G,,Yes,15.0,9.672020245269165,910.5150711127473,1.0,LOW,yes,No,5.0,Recharge Failed,02-01-2025,high,pending,
62.0,111.0,2025-07-08,2365.0,34.824670189168174,prepaid,4.0,Yes,39.0,utility,T4,ios,manoj,Chennai,21.0,FEMALE,2020-04-08,337.0,46.0,,,,,,,,,299.0,,10.0,300.0,Standard,15% off,22.5,88.3,3g,-58.0,No,11.0,14.731610454695604,,3.0,Medium,yes,NO,47.0,recharge failed,06-17-2025,,In Progress,56.0
103.0,118.0,07-28-2025,2845.0,11.863974065312837,Prepaid,3.0,Yes,,utility,t5,ANDROID,tanya,HYDERABAD,45.0,Male,2024-10-09,214.0,38.0,54.0,199.0,Bangalore,2025-02-23,cash,RETAIL STORE,YES,03-23-2025,299.0,28.0,10.0,300.0,standard,15% Off,13.0,80.2,5G,-68.0,Yes,18.0,50.12502461501769,285.7791445845429,1.0,high,YES,no,17.0,SLOW INTERNET,,low,pending,50.0
75.0,,08-17-2025,2908.0,,Basic,4.0,NO,9.0,gaming,T3,Ios,Rohit,hyderabad,31.0,female,10-18-2020,642.0,12.0,,,,,,,,,199.0,28.0,5.0,100.0,Economy,10% off,12.9,77.5,4G,-57.0,No,13.0,31.72254404115145,767.518249805799,1.0,HIGH,Yes,NO,12.0,RECHARGE FAILED,,HIGH,IN PROGRESS,64.0
67.0,112.0,07-07-2025,995.0,29.365354690178485,basic,3.0,yes,24.0,GAMING,t4,Feature,sakshi,BANGALORE,42.0,FEMALE,02/04/2020,529.0,33.0,,,,,,,,,199.0,28.0,5.0,100.0,Economy,10% OFF,22.5,88.3,3G,-58.0,NO,12.0,52.37114260207894,538.6880784245623,0.0,high,NO,NO,4.0,slow internet,01-29-2025,low,Resolved,55.0
137.0,123.0,05/08/2025,2953.0,24.902542457566,UNLIMITED,0.0,no,37.0,SOCIAL,T4,IOS,,chennai,34.0,male,27/10/2023,797.0,40.0,67.0,399.0,Chennai,07/06/2025,Upi,WEBSITE,No,07-05-2025,799.0,84.0,,,ultra,5g access,22.5,88.3,3g,-58.0,no,23.0,36.98282234905052,320.81419871318883,4.0,high,yes,NO,21.0,CALL DROP,24/08/2025,HIGH,resolved,50.0
,106.0,2025-07-27,,15.992187020848512,UNLIMITED,3.0,no,8.0,UTILITY,t3,Ios,anjali,Mumbai,,,03-09-2021,,40.0,,,,,,,,,799.0,84.0,,,ultra,5G ACCESS,12.9,77.5,4G,-57.0,No,6.0,6.959494789559148,287.0976296314246,2.0,low,yes,,37.0,SLOW INTERNET,06-15-2025,Medium,resolved,2.0
1.0,101.0,08-12-2025,2873.0,40.15014793078204,Unlimited,0.0,no,35.0,Shopping,t5,,AMIT,Chennai,44.0,female,12-11-2020,851.0,16.0,,,,,,,,,799.0,84.0,,,Ultra,5G Access,13.0,80.2,5G,-68.0,YES,1.0,40.21758863078878,124.38639325313514,2.0,high,YES,no,29.0,Call Drop,2025-03-30,High,IN PROGRESS,30.0
105.0,118.0,2025-07-05,1028.0,19.681888997504007,postpaid,,Yes,28.0,gaming,t5,Ios,TANYA,Hyderabad,45.0,MALE,2024-10-09,214.0,38.0,,,,,,,,,399.0,30.0,20.0,500.0,Regular,20% Cashback,13.0,80.2,5g,-68.0,yes,18.0,50.12502461501769,285.7791445845429,1.0,High,YES,no,17.0,Slow Internet,26/07/2025,low,PENDING,50.0
28.0,105.0,03/08/2025,727.0,5.6180184947871,unlimited,3.0,No,38.0,GAMING,T4,ANDROID,KIRAN,hyderabad,20.0,female,24/11/2021,898.0,40.0,,,,,,,,,799.0,84.0,,,Ultra,5G Access,,88.3,3g,-58.0,NO,5.0,,226.9736638999422,1.0,HIGH,yes,yes,20.0,Billing Error,07-16-2025,Medium,in progress,62.0
137.0,123.0,2025-08-05,2953.0,24.902542457566,Unlimited,0.0,NO,37.0,social,t4,Ios,harsh,CHENNAI,34.0,MALE,2023-10-27,797.0,40.0,67.0,399.0,Chennai,06-07-2025,Upi,website,NO,2025-07-05,799.0,84.0,,,ultra,5G Access,22.5,88.3,3g,-58.0,no,23.0,36.98282234905052,,,high,YES,No,38.0,RECHARGE FAILED,02/05/2025,High,IN PROGRESS,48.0
98.0,117.0,2025-08-21,179.0,24.691147690710896,premium,2.0,YES,37.0,STREAMING,T4,Ios,aarav,Chennai,37.0,FEMALE,03-23-2020,962.0,39.0,49.0,399.0,Delhi,2025-05-10,UPI,RETAIL STORE,NO,2025-06-07,499.0,56.0,50.0,1000.0,ADVANCED,free ott,22.5,88.3,3g,-58.0,No,17.0,30.88926370363833,160.4578599241391,4.0,High,YES,NO,40.0,SLOW INTERNET,05-26-2025,Low,resolved,39.0
28.0,105.0,03/08/2025,727.0,5.6180184947871,unlimited,3.0,NO,38.0,GAMING,T4,Android,kiran,HYDERABAD,20.0,FEMALE,11-24-2021,898.0,40.0,,,,,,,,,799.0,84.0,,,Ultra,5g access,22.5,88.3,3G,-58.0,No,5.0,56.77576408348186,226.9736638999422,1.0,high,YES,Yes,30.0,BILLING ERROR,2025-06-10,medium,Resolved,50.0
13.0,103.0,2025-08-02,1236.0,4.790366625686207,premium,1.0,Yes,12.0,Utility,T2,android,RAHUL,bangalore,33.0,FEMALE,2022-05-04,874.0,22.0,,,,,,,,,499.0,56.0,50.0,1000.0,Advanced,free ott,19.0,72.8,5G,-72.0,No,3.0,12.35559039915135,687.4714970666872,1.0,Medium,YES,no,14.0,network issue,05-07-2025,High,pending,
101.0,117.0,2025-08-21,1135.0,43.22420351853739,,3.0,No,24.0,UTILITY,T4,FEATURE,aarav,chennai,37.0,female,03-23-2020,962.0,39.0,51.0,799.0,chennai,2025-02-11,UPI,APP,yes,2025-03-11,499.0,56.0,,1000.0,ADVANCED,Free Ott,22.5,88.3,3G,-58.0,No,17.0,30.88926370363833,160.4578599241391,4.0,HIGH,yes,NO,40.0,Slow Internet,2025-05-26,Low,resolved,39.0
