session_id,user_id,call_timestamp,data_usage_mb,call_duration_min,plan_type,dropped_calls,complaint,app_frequency,app_category,tower_id,device_type,name,region_x,age,gender,join_date,arpu,tenure_months,recharge_id,amount,region_y,recharge_date,payment_mode,recharge_channel,successful,next_recharge_date,price,validity_days,data_limit_gb,sms_limit,plan_category,promo_offer,latitude,longitude,network_type,signal_strength_dbm,outage_flag,usage_id,monthly_data_gb,monthly_calls_min,complaints_count,usage_category,complaint_flag,churn,complaint_id,issue,complaint_date,severity,resolution_status,resolution_time_hours
99,117,7/15/2025 23:41,1350,31.90267829,Basic,0,No,18,Gaming,T1,iOS,Aarav,Chennai,58,Female,3/23/2020,962,39,,,,,,,,,199,28,5,100,Economy,10% Off,28.7,77.1,4G,-81,Yes,17,30.8892637,160.4578599,4,High,Yes,No,3,Call Drop,6/22/2025,Medium,Pending,52
10,102,8/4/2025 3:39,1508,11.80121199,Postpaid,0,No,13,Utility,T1,Feature,Priya,Hyderabad,36,Female,3/18/2020,445,56,,,,,,,,,399,30,20,500,Regular,20% Cashback,28.7,77.1,4G,-81,Yes,2,40.96977913,117.739484,0,High,No,No,49,Call Drop,5/25/2025,High,In Progress,33
85,115,7/10/2025 1:11,334,32.35075381,Prepaid,3,Yes,9,Utility,T2,Android,Varun,Chennai,33,Female,12/23/2021,306,13,,,,,,,,,299,28,10,300,Standard,15% Off,19,72.8,5G,-72,No,15,9.672020245,910.5150711,1,Low,Yes,No,35,Network Issue,2/6/2025,High,Resolved,20
17,103,8/1/2025 18:47,1795,25.77440283,Prepaid,3,No,11,Gaming,T3,iOS,Rahul,Bangalore,59,Female,5/4/2022,874,22,8,799,Mumbai,6/5/2025,Card,Website,No,7/3/2025,299,28,10,300,Standard,15% Off,12.9,77.5,4G,-57,No,3,12.3555904,687.4714971,1,Medium,Yes,No,39,Call Drop,4/9/2025,Medium,In Progress,67
54,109,8/8/2025 21:42,1181,5.373624398,Premium,4,Yes,26,Shopping,T5,Feature,Arjun,Bangalore,26,Male,9/27/2020,366,47,,,,,,,,,499,56,50,1000,Advanced,Free OTT,13,80.2,5G,-68,Yes,9,23.05743431,130.8052997,3,Medium,Yes,Yes,33,Network Issue,6/4/2025,Medium,Pending,17
71,112,8/11/2025 22:41,2544,11.22733215,Postpaid,1,No,35,Social,T1,Android,Sakshi,Bangalore,37,Female,4/2/2020,529,33,,,,,,,,,399,30,20,500,Regular,20% Cashback,28.7,77.1,4G,-81,Yes,12,52.3711426,538.6880784,0,High,No,No,4,Slow Internet,1/29/2025,Low,Resolved,55
98,117,8/21/2025 1:33,179,24.69114769,Premium,2,Yes,37,Streaming,T4,iOS,Aarav,Chennai,43,Female,3/23/2020,962,39,51,799,Chennai,2/11/2025,UPI,App,Yes,3/11/2025,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,17,30.8892637,160.4578599,4,High,Yes,No,3,Call Drop,6/22/2025,Medium,Pending,52
81,114,8/20/2025 8:03,950,23.20010328,Postpaid,4,No,5,Utility,T3,Android,Divya,Mumbai,21,Female,11/10/2021,190,14,42,299,Bangalore,6/21/2025,Cash,App,No,7/19/2025,399,30,20,500,Regular,20% Cashback,12.9,77.5,4G,-57,No,14,16.95748576,225.4204667,2,Medium,Yes,Yes,44,Call Drop,2/5/2025,Low,Pending,2
133,123,8/6/2025 0:31,1380,5.63423133,Unlimited,2,No,15,Shopping,T2,Feature,Harsh,Chennai,49,Male,10/27/2023,797,40,67,399,Chennai,6/7/2025,UPI,Website,No,7/5/2025,799,84,,,Ultra,5G Access,19,72.8,5G,-72,No,23,36.98282235,320.8141987,4,High,Yes,No,21,Call Drop,8/24/2025,High,Resolved,50
35,106,8/29/2025 6:10,897,29.73944457,Premium,0,No,5,Social,T4,iOS,Anjali,Mumbai,34,Female,3/9/2021,487,40,,,,,,,,,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,6,6.95949479,287.0976296,2,Low,Yes,No,16,Billing Error,8/21/2025,Low,Resolved,50
3,101,7/27/2025 22:10,492,32.55850426,Unlimited,1,No,42,Streaming,T4,iOS,Amit,Chennai,46,Female,12/11/2020,851,16,,,,,,,,,799,84,,,Ultra,5G Access,22.5,88.3,3G,-58,No,1,40.21758863,124.3863933,2,High,Yes,No,6,Network Issue,5/6/2025,Medium,In Progress,26
70,112,8/17/2025 22:37,1540,30.01384519,Premium,2,Yes,44,Shopping,T5,Android,Sakshi,Bangalore,28,Female,4/2/2020,529,33,34,499,Chennai,2/12/2025,Card,Website,Yes,3/12/2025,499,56,50,1000,Advanced,Free OTT,13,80.2,5G,-68,Yes,12,52.3711426,538.6880784,0,High,No,No,23,Network Issue,2/8/2025,High,In Progress,14
27,105,7/30/2025 6:44,1782,33.21609419,Unlimited,2,Yes,20,Shopping,T1,Android,Kiran,Hyderabad,23,Female,11/24/2021,898,40,,,,,,,,,799,84,,,Ultra,5G Access,28.7,77.1,4G,-81,Yes,5,56.77576408,226.9736639,1,High,Yes,Yes,9,Slow Internet,1/26/2025,Medium,Resolved,34
105,118,7/5/2025 11:10,1028,19.681889,Postpaid,4,Yes,28,Gaming,T5,iOS,Tanya,Hyderabad,44,Male,10/9/2024,214,38,,,,,,,,,399,30,20,500,Regular,20% Cashback,13,80.2,5G,-68,Yes,18,50.12502462,285.7791446,1,High,Yes,No,43,Recharge Failed,1/27/2025,Low,Pending,5
138,123,7/27/2025 18:51,813,26.25049896,Prepaid,0,Yes,39,Utility,T2,Android,Harsh,Chennai,31,Male,10/27/2023,797,40,69,799,Chennai,4/24/2025,Card,Retail Store,Yes,5/22/2025,299,28,10,300,Standard,15% Off,19,72.8,5G,-72,No,23,36.98282235,320.8141987,4,High,Yes,No,21,Call Drop,8/24/2025,High,Resolved,50
70,112,8/17/2025 22:37,1540,30.01384519,Premium,2,Yes,44,Shopping,T5,Android,Sakshi,Bangalore,25,Female,4/2/2020,529,33,34,499,Chennai,2/12/2025,Card,Website,Yes,3/12/2025,499,56,50,1000,Advanced,Free OTT,13,80.2,5G,-68,Yes,12,52.3711426,538.6880784,0,High,No,Yes,50,Slow Internet,2/20/2025,Medium,Resolved,11
78,113,7/4/2025 13:30,2209,23.3521312,Premium,0,Yes,22,Gaming,T5,iOS,Rohit,Hyderabad,59,Female,10/18/2020,642,12,38,799,Hyderabad,5/30/2025,Card,App,Yes,6/27/2025,499,56,50,1000,Advanced,Free OTT,13,80.2,5G,-68,Yes,13,31.72254404,767.5182498,1,High,Yes,No,25,Call Drop,8/3/2025,Medium,In Progress,57
65,111,7/23/2025 15:55,2909,42.13776125,Postpaid,0,Yes,5,Utility,T5,Android,Manoj,Chennai,39,Female,4/8/2020,337,46,,,,,,,,,399,30,20,500,Regular,20% Cashback,13,80.2,5G,-68,Yes,11,14.73161045,977.0925387,3,Medium,Yes,No,13,Recharge Failed,8/1/2025,Low,Resolved,23
59,110,7/30/2025 15:35,2394,4.051793491,Unlimited,1,Yes,16,Shopping,T3,Feature,Neha,Hyderabad,30,Female,8/3/2023,913,44,28,799,Chennai,7/5/2025,Card,Website,No,8/2/2025,799,84,,,Ultra,5G Access,12.9,77.5,4G,-57,No,10,25.74587583,596.8424628,1,High,Yes,No,22,Billing Error,6/17/2025,High,Resolved,2
147,125,7/7/2025 4:06,567,43.68722863,Premium,3,No,15,Gaming,T1,Feature,Ritesh,Delhi,41,Male,1/21/2020,212,45,73,299,Mumbai,5/7/2025,UPI,App,No,6/4/2025,499,56,50,1000,Advanced,Free OTT,28.7,77.1,4G,-81,Yes,25,34.85146914,528.445362,4,High,Yes,Yes,,,,,,
6,101,7/23/2025 10:52,640,11.83832112,Premium,2,Yes,22,Streaming,T4,Android,Amit,Chennai,56,Female,12/11/2020,851,16,,,,,,,,,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,1,40.21758863,124.3863933,2,High,Yes,No,6,Network Issue,5/6/2025,Medium,In Progress,26
39,107,7/9/2025 7:29,706,43.43565901,Prepaid,0,No,21,Utility,T1,Feature,Vikram,Bangalore,37,Female,11/14/2020,202,38,19,799,Hyderabad,7/15/2025,UPI,Retail Store,No,8/12/2025,299,28,10,300,Standard,15% Off,28.7,77.1,4G,-81,Yes,7,52.8337564,678.6330073,1,High,Yes,No,,,,,,
11,102,8/23/2025 0:34,1382,2.298941613,Unlimited,2,Yes,9,Utility,T5,Android,Priya,Hyderabad,22,Female,3/18/2020,445,56,,,,,,,,,799,84,,,Ultra,5G Access,13,80.2,5G,-68,Yes,2,40.96977913,117.739484,0,High,No,Yes,49,Call Drop,5/25/2025,High,In Progress,33
142,124,7/15/2025 7:49,2895,7.48595302,Unlimited,0,Yes,37,Gaming,T4,Android,Pooja,Delhi,48,Female,5/14/2022,621,49,70,799,Bangalore,3/14/2025,UPI,App,No,4/11/2025,799,84,,,Ultra,5G Access,22.5,88.3,3G,-58,No,24,27.35721699,923.9623096,2,High,Yes,No,46,Recharge Failed,2/6/2025,High,Pending,30
61,111,7/8/2025 21:10,1192,6.048750496,Prepaid,3,Yes,5,Streaming,T4,Feature,Manoj,Chennai,53,Female,4/8/2020,337,46,,,,,,,,,299,28,10,300,Standard,15% Off,22.5,88.3,3G,-58,No,11,14.73161045,977.0925387,3,Medium,Yes,No,34,Network Issue,6/11/2025,High,Resolved,41
45,108,7/23/2025 9:11,135,36.3266927,Basic,0,Yes,8,Gaming,T4,Android,Riya,Bangalore,24,Male,8/21/2024,941,10,,,,,,,,,199,28,5,100,Economy,10% Off,22.5,88.3,3G,-58,No,8,49.41172658,407.6356165,1,High,Yes,Yes,26,Call Drop,3/25/2025,High,In Progress,63
24,104,7/12/2025 2:52,1734,11.82765094,Prepaid,1,No,48,Social,T1,Feature,Sneha,Hyderabad,35,Female,1/30/2022,869,13,,,,,,,,,299,28,10,300,Standard,15% Off,28.7,77.1,4G,-81,Yes,4,59.34626935,642.877662,2,High,Yes,No,11,Recharge Failed,4/17/2025,High,In Progress,30
5,101,8/2/2025 14:34,1857,7.991252539,Postpaid,4,Yes,15,Streaming,T3,Android,Amit,Chennai,28,Female,12/11/2020,851,16,3,799,Bangalore,8/5/2025,UPI,Retail Store,No,9/2/2025,399,30,20,500,Regular,20% Cashback,12.9,77.5,4G,-57,No,1,40.21758863,124.3863933,2,High,Yes,No,15,Network Issue,5/28/2025,Low,Resolved,29
115,120,8/4/2025 20:26,1569,39.7634887,Unlimited,1,No,28,Gaming,T2,Android,Meera,Chennai,45,Male,8/20/2024,670,28,,,,,,,,,799,84,,,Ultra,5G Access,19,72.8,5G,-72,No,20,36.82997791,698.5330071,1,High,Yes,No,2,Network Issue,7/10/2025,Medium,In Progress,60
66,111,8/22/2025 20:55,615,28.48160007,Prepaid,1,Yes,49,Gaming,T4,Android,Manoj,Chennai,33,Female,4/8/2020,337,46,,,,,,,,,299,28,10,300,Standard,15% Off,22.5,88.3,3G,-58,No,11,14.73161045,977.0925387,3,Medium,Yes,No,34,Network Issue,6/11/2025,High,Resolved,41
89,115,8/28/2025 4:39,1619,39.11495645,Unlimited,3,Yes,17,Social,T1,iOS,Varun,Chennai,27,Female,12/23/2021,306,13,44,299,Hyderabad,1/19/2025,Wallet,App,No,2/16/2025,799,84,,,Ultra,5G Access,28.7,77.1,4G,-81,Yes,15,9.672020245,910.5150711,1,Low,Yes,No,35,Network Issue,2/6/2025,High,Resolved,20
141,124,7/21/2025 2:42,1269,5.737572388,Unlimited,1,Yes,47,Streaming,T1,iOS,Pooja,Delhi,52,Female,5/14/2022,621,49,70,799,Bangalore,3/14/2025,UPI,App,No,4/11/2025,799,84,,,Ultra,5G Access,28.7,77.1,4G,-81,Yes,24,27.35721699,923.9623096,2,High,Yes,No,36,Billing Error,5/2/2025,Medium,Pending,19
7,102,8/10/2025 6:42,2725,28.84722407,Premium,0,No,6,Shopping,T4,iOS,Priya,Hyderabad,23,Female,3/18/2020,445,56,,,,,,,,,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,2,40.96977913,117.739484,0,High,No,Yes,49,Call Drop,5/25/2025,High,In Progress,33
108,118,7/8/2025 16:00,1115,18.18792478,Unlimited,0,No,18,Shopping,T1,Feature,Tanya,Hyderabad,44,Male,10/9/2024,214,38,,,,,,,,,799,84,,,Ultra,5G Access,28.7,77.1,4G,-81,Yes,18,50.12502462,285.7791446,1,High,Yes,No,43,Recharge Failed,1/27/2025,Low,Pending,5
40,107,7/24/2025 7:59,227,18.02553529,Premium,1,No,31,Utility,T2,Android,Vikram,Bangalore,50,Female,11/14/2020,202,38,,,,,,,,,499,56,50,1000,Advanced,Free OTT,19,72.8,5G,-72,No,7,52.8337564,678.6330073,1,High,Yes,No,,,,,,
141,124,7/21/2025 2:42,1269,5.737572388,Unlimited,1,Yes,47,Streaming,T1,iOS,Pooja,Delhi,36,Female,5/14/2022,621,49,70,799,Bangalore,3/14/2025,UPI,App,No,4/11/2025,799,84,,,Ultra,5G Access,28.7,77.1,4G,-81,Yes,24,27.35721699,923.9623096,2,High,Yes,No,46,Recharge Failed,2/6/2025,High,Pending,30
31,106,7/15/2025 20:29,1056,11.64358031,Premium,0,Yes,4,Shopping,T1,Feature,Anjali,Mumbai,31,Female,3/9/2021,487,40,,,,,,,,,499,56,50,1000,Advanced,Free OTT,28.7,77.1,4G,-81,Yes,6,6.95949479,287.0976296,2,Low,Yes,Yes,37,Slow Internet,6/15/2025,Medium,Resolved,2
18,103,8/6/2025 19:25,500,33.31330299,Postpaid,4,No,34,Gaming,T3,Android,Rahul,Bangalore,47,Female,5/4/2022,874,22,7,399,Mumbai,2/11/2025,Wallet,Retail Store,Yes,3/11/2025,399,30,20,500,Regular,20% Cashback,12.9,77.5,4G,-57,No,3,12.3555904,687.4714971,1,Medium,Yes,No,14,Network Issue,5/7/2025,High,Pending,27
2,101,7/16/2025 10:51,1585,38.50329444,Premium,4,No,26,Gaming,T3,Android,Amit,Chennai,29,Female,12/11/2020,851,16,,,,,,,,,499,56,50,1000,Advanced,Free OTT,12.9,77.5,4G,-57,No,1,40.21758863,124.3863933,2,High,Yes,No,6,Network Issue,5/6/2025,Medium,In Progress,26
12,102,7/27/2025 11:59,1357,16.51745237,Premium,2,No,32,Social,T1,iOS,Priya,Hyderabad,58,Female,3/18/2020,445,56,,,,,,,,,499,56,50,1000,Advanced,Free OTT,28.7,77.1,4G,-81,Yes,2,40.96977913,117.739484,0,High,No,No,49,Call Drop,5/25/2025,High,In Progress,33
86,115,7/15/2025 22:46,1053,28.58337672,Premium,4,No,38,Shopping,T5,Feature,Varun,Chennai,25,Female,12/23/2021,306,13,,,,,,,,,499,56,50,1000,Advanced,Free OTT,13,80.2,5G,-68,Yes,15,9.672020245,910.5150711,1,Low,Yes,Yes,5,Recharge Failed,2/1/2025,High,Pending,25
62,111,7/8/2025 6:54,2365,34.82467019,Prepaid,4,Yes,39,Utility,T4,iOS,Manoj,Chennai,42,Female,4/8/2020,337,46,,,,,,,,,299,28,10,300,Standard,15% Off,22.5,88.3,3G,-58,No,11,14.73161045,977.0925387,3,Medium,Yes,No,47,Recharge Failed,6/17/2025,Low,In Progress,56
103,118,7/28/2025 21:38,2845,11.86397407,Prepaid,3,Yes,28,Utility,T5,Android,Tanya,Hyderabad,34,Male,10/9/2024,214,38,54,199,Bangalore,2/23/2025,Cash,Retail Store,Yes,3/23/2025,299,28,10,300,Standard,15% Off,13,80.2,5G,-68,Yes,18,50.12502462,285.7791446,1,High,Yes,No,17,Slow Internet,7/26/2025,Low,Pending,50
75,113,8/17/2025 17:48,2908,25.56279098,Basic,4,No,9,Gaming,T3,iOS,Rohit,Hyderabad,22,Female,10/18/2020,642,12,,,,,,,,,199,28,5,100,Economy,10% Off,12.9,77.5,4G,-57,No,13,31.72254404,767.5182498,1,High,Yes,Yes,12,Recharge Failed,8/16/2025,High,In Progress,64
67,112,7/7/2025 22:23,995,29.36535469,Basic,3,Yes,24,Gaming,T4,Feature,Sakshi,Bangalore,55,Female,4/2/2020,529,33,,,,,,,,,199,28,5,100,Economy,10% Off,22.5,88.3,3G,-58,No,12,52.3711426,538.6880784,0,High,No,No,4,Slow Internet,1/29/2025,Low,Resolved,55
137,123,8/5/2025 15:57,2953,24.90254246,Unlimited,0,No,37,Social,T4,iOS,Harsh,Chennai,38,Male,10/27/2023,797,40,67,399,Chennai,6/7/2025,UPI,Website,No,7/5/2025,799,84,,,Ultra,5G Access,22.5,88.3,3G,-58,No,23,36.98282235,320.8141987,4,High,Yes,No,21,Call Drop,8/24/2025,High,Resolved,50
32,106,7/27/2025 5:20,497,15.99218702,Unlimited,3,No,8,Utility,T3,iOS,Anjali,Mumbai,49,Female,3/9/2021,487,40,,,,,,,,,799,84,,,Ultra,5G Access,12.9,77.5,4G,-57,No,6,6.95949479,287.0976296,2,Low,Yes,No,37,Slow Internet,6/15/2025,Medium,Resolved,2
1,101,8/12/2025 23:16,2873,40.15014793,Unlimited,0,No,35,Shopping,T5,iOS,Amit,Chennai,21,Female,12/11/2020,851,16,,,,,,,,,799,84,,,Ultra,5G Access,13,80.2,5G,-68,Yes,1,40.21758863,124.3863933,2,High,Yes,Yes,29,Call Drop,3/30/2025,High,In Progress,30
105,118,7/5/2025 11:10,1028,19.681889,Postpaid,4,Yes,28,Gaming,T5,iOS,Tanya,Hyderabad,57,Male,10/9/2024,214,38,,,,,,,,,399,30,20,500,Regular,20% Cashback,13,80.2,5G,-68,Yes,18,50.12502462,285.7791446,1,High,Yes,No,17,Slow Internet,7/26/2025,Low,Pending,50
28,105,8/3/2025 17:02,727,5.618018495,Unlimited,3,No,38,Gaming,T4,Android,Kiran,Hyderabad,40,Female,11/24/2021,898,40,,,,,,,,,799,84,,,Ultra,5G Access,22.5,88.3,3G,-58,No,5,56.77576408,226.9736639,1,High,Yes,No,20,Billing Error,7/16/2025,Medium,In Progress,62
137,123,8/5/2025 15:57,2953,24.90254246,Unlimited,0,No,37,Social,T4,iOS,Harsh,Chennai,33,Male,10/27/2023,797,40,67,399,Chennai,6/7/2025,UPI,Website,No,7/5/2025,799,84,,,Ultra,5G Access,22.5,88.3,3G,-58,No,23,36.98282235,320.8141987,4,High,Yes,No,38,Recharge Failed,5/2/2025,High,In Progress,48
98,117,8/21/2025 1:33,179,24.69114769,Premium,2,Yes,37,Streaming,T4,iOS,Aarav,Chennai,46,Female,3/23/2020,962,39,49,399,Delhi,5/10/2025,UPI,Retail Store,No,6/7/2025,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,17,30.8892637,160.4578599,4,High,Yes,No,40,Slow Internet,5/26/2025,Low,Resolved,39
28,105,8/3/2025 17:02,727,5.618018495,Unlimited,3,No,38,Gaming,T4,Android,Kiran,Hyderabad,28,Female,11/24/2021,898,40,,,,,,,,,799,84,,,Ultra,5G Access,22.5,88.3,3G,-58,No,5,56.77576408,226.9736639,1,High,Yes,No,30,Billing Error,6/10/2025,Medium,Resolved,50
13,103,8/2/2025 15:14,1236,4.790366626,Premium,1,Yes,12,Utility,T2,Android,Rahul,Bangalore,37,Female,5/4/2022,874,22,,,,,,,,,499,56,50,1000,Advanced,Free OTT,19,72.8,5G,-72,No,3,12.3555904,687.4714971,1,Medium,Yes,Yes,14,Network Issue,5/7/2025,High,Pending,27
101,117,8/21/2025 19:25,1135,43.22420352,Premium,3,No,24,Utility,T4,Feature,Aarav,Chennai,54,Female,3/23/2020,962,39,51,799,Chennai,2/11/2025,UPI,App,Yes,3/11/2025,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,17,30.8892637,160.4578599,4,High,Yes,No,40,Slow Internet,5/26/2025,Low,Resolved,39
27,105,7/30/2025 6:44,1782,33.21609419,Unlimited,2,Yes,20,Shopping,T1,Android,Kiran,Hyderabad,26,Female,11/24/2021,898,40,,,,,,,,,799,84,,,Ultra,5G Access,28.7,77.1,4G,-81,Yes,5,56.77576408,226.9736639,1,High,Yes,No,20,Billing Error,7/16/2025,Medium,In Progress,62
80,114,8/22/2025 16:20,175,17.26092319,Premium,3,No,14,Social,T4,Android,Divya,Mumbai,45,Female,11/10/2021,190,14,,,,,,,,,499,56,50,1000,Advanced,Free OTT,22.5,88.3,3G,-58,No,14,16.95748576,225.4204667,2,Medium,Yes,No,44,Call Drop,2/5/2025,Low,Pending,2
51,109,8/17/2025 15:49,1226,5.669940995,Basic,4,Yes,32,Shopping,T4,iOS,Arjun,Bangalore,30,Male,9/27/2020,366,47,25,799,Hyderabad,3/28/2025,Card,Retail Store,Yes,4/25/2025,199,28,5,100,Economy,10% Off,22.5,88.3,3G,-58,No,9,23.05743431,130.8052997,3,Medium,Yes,Yes,31,Recharge Failed,5/12/2025,Medium,Resolved,46
114,119,8/16/2025 21:57,2604,7.553854852,Basic,2,Yes,45,Utility,T5,Feature,Kabir,Delhi,58,Female,9/9/2021,988,53,57,499,Mumbai,4/8/2025,Card,Website,No,5/6/2025,199,28,5,100,Economy,10% Off,13,80.2,5G,-68,Yes,19,17.29366055,339.848554,2,Medium,Yes,No,,,,,,
29,105,8/19/2025 2:58,353,2.39547322,Postpaid,0,Yes,35,Utility,T1,iOS,Kiran,Hyderabad,39,Female,11/24/2021,898,40,,,,,,,,,399,30,20,500,Regular,20% Cashback,28.7,77.1,4G,-81,Yes,5,56.77576408,226.9736639,1,High,Yes,No,30,Billing Error,6/10/2025,Medium,Resolved,50
33,106,8/27/2025 12:33,500,15.24661405,Postpaid,3,No,22,Streaming,T5,Android,Anjali,Mumbai,52,Female,3/9/2021,487,40,,,,,,,,,399,30,20,500,Regular,20% Cashback,13,80.2,5G,-68,Yes,6,6.95949479,287.0976296,2,Low,Yes,No,8,Recharge Failed,2/27/2025,Medium,Pending,71
140,124,7/24/2025 15:33,2172,31.20139972,Prepaid,2,Yes,41,Social,T5,Feature,Pooja,Delhi,21,Female,5/14/2022,621,49,71,299,Delhi,2/27/2025,UPI,App,No,3/27/2025,299,28,10,300,Standard,15% Off,13,80.2,5G,-68,Yes,24,27.35721699,923.9623096,2,High,Yes,Yes,18,Call Drop,4/25/2025,High,Pending,21
117,120,7/5/2025 18:16,1177,43.62287191,Unlimited,2,No,17,Gaming,T5,Android,Meera,Chennai,48,Male,8/20/2024,670,28,,,,,,,,,799,84,,,Ultra,5G Access,13,80.2,5G,-68,Yes,20,36.82997791,698.5330071,1,High,Yes,No,28,Call Drop,6/25/2025,Low,Resolved,31
74,113,8/12/2025 22:28,512,3.685012047,Postpaid,0,Yes,21,Shopping,T5,iOS,Rohit,Hyderabad,34,Female,10/18/2020,642,12,,,,,,,,,399,30,20,500,Regular,20% Cashback,13,80.2,5G,-68,Yes,13,31.72254404,767.5182498,1,High,Yes,No,12,Recharge Failed,8/16/2025,High,In Progress,64
138,123,7/27/2025 18:51,813,26.25049896,Prepaid,0,Yes,39,Utility,T2,Android,Harsh,Chennai,27,Male,10/27/2023,797,40,69,799,Chennai,4/24/2025,Card,Retail Store,Yes,5/22/2025,299,28,10,300,Standard,15% Off,19,72.8,5G,-72,No,23,36.98282235,320.8141987,4,High,Yes,No,38,Recharge Failed,5/2/2025,High,In Progress,48
145,125,8/27/2025 4:07,2990,5.779167855,Postpaid,0,Yes,3,Streaming,T3,iOS,Ritesh,Delhi,59,Male,1/21/2020,212,45,,,,,,,,,399,30,20,500,Regular,20% Cashback,12.9,77.5,4G,-57,No,25,34.85146914,528.445362,4,High,Yes,No,,,,,,
